ID, Óra, Perc, Nap, Járat
1000,18,30,hétköznap,64
1001,18,45,hétköznap,64
1002,19,0,hétköznap,64
1003,19,15,hétköznap,64
1004,19,30,hétköznap,64
1005,19,45,hétköznap,64
1006,20,0,hétköznap,64
1007,20,15,hétköznap,64
1008,20,30,hétköznap,64
1009,20,45,hétköznap,64
1010,21,0,hétköznap,64
1011,21,15,hétköznap,64
1012,21,30,hétköznap,64
1013,21,45,hétköznap,64
1014,22,0,hétköznap,64
1015,4,20,hétvége,64
1016,4,40,hétvége,64
1017,5,0,hétvége,64
1018,5,20,hétvége,64
1019,5,40,hétvége,64
1020,6,0,hétvége,64
1021,6,20,hétvége,64
1022,6,40,hétvége,64
1023,7,0,hétvége,64
1024,7,20,hétvége,64
1025,7,40,hétvége,64
1026,8,0,hétvége,64
1027,8,20,hétvége,64
1028,8,40,hétvége,64
1029,9,0,hétvége,64
1030,9,20,hétvége,64
1031,9,40,hétvége,64
1032,10,0,hétvége,64
1033,10,20,hétvége,64
1034,10,40,hétvége,64
1035,11,0,hétvége,64
1036,11,20,hétvége,64
1037,11,40,hétvége,64
1038,12,0,hétvége,64
1039,12,20,hétvége,64
1040,12,40,hétvége,64
1041,13,0,hétvége,64
1042,13,20,hétvége,64
1043,13,40,hétvége,64
1044,14,0,hétvége,64
1045,14,20,hétvége,64
1046,14,40,hétvége,64
1047,15,0,hétvége,64
1048,15,20,hétvége,64
1049,15,40,hétvége,64
1050,16,0,hétvége,64
1051,16,20,hétvége,64
1052,16,40,hétvége,64
1053,17,0,hétvége,64
1054,17,20,hétvége,64
1055,17,40,hétvége,64
1056,18,0,hétvége,64
1057,18,20,hétvége,64
1058,18,40,hétvége,64
1059,19,0,hétvége,64
1060,19,20,hétvége,64
1061,19,40,hétvége,64
1062,20,0,hétvége,64
1063,20,20,hétvége,64
1064,20,40,hétvége,64
1065,21,0,hétvége,64
1066,21,20,hétvége,64
1067,21,40,hétvége,64
1068,22,0,hétvége,64
1069,4,5,hétköznap,67
1070,4,10,hétköznap,67
1071,4,15,hétköznap,67
1072,4,20,hétköznap,67
1073,4,25,hétköznap,67
1074,4,30,hétköznap,67
1075,4,35,hétköznap,67
1076,4,40,hétköznap,67
1077,4,45,hétköznap,67
1078,4,50,hétköznap,67
1079,4,55,hétköznap,67
1080,5,0,hétköznap,67
1081,5,5,hétköznap,67
1082,5,10,hétköznap,67
1083,5,15,hétköznap,67
1084,5,20,hétköznap,67
1085,5,25,hétköznap,67
1086,5,30,hétköznap,67
1087,5,35,hétköznap,67
1088,5,40,hétköznap,67
1089,5,45,hétköznap,67
1090,5,50,hétköznap,67
1091,5,55,hétköznap,67
1092,6,0,hétköznap,67
1093,6,5,hétköznap,67
1094,6,10,hétköznap,67
1095,6,15,hétköznap,67
1096,6,20,hétköznap,67
1097,6,25,hétköznap,67
1098,6,30,hétköznap,67
1099,6,35,hétköznap,67
1100,6,40,hétköznap,67
1101,6,45,hétköznap,67
1102,6,50,hétköznap,67
1103,6,55,hétköznap,67
1104,7,0,hétköznap,67
1105,7,5,hétköznap,67
1106,7,10,hétköznap,67
1107,7,15,hétköznap,67
1108,7,20,hétköznap,67
1109,7,25,hétköznap,67
1110,7,30,hétköznap,67
1111,7,35,hétköznap,67
1112,7,40,hétköznap,67
1113,7,45,hétköznap,67
1114,7,50,hétköznap,67
1115,7,55,hétköznap,67
1116,8,0,hétköznap,67
1117,8,5,hétköznap,67
1118,8,10,hétköznap,67
1119,8,15,hétköznap,67
1120,8,20,hétköznap,67
1121,8,25,hétköznap,67
1122,8,30,hétköznap,67
1123,8,35,hétköznap,67
1124,8,40,hétköznap,67
1125,8,45,hétköznap,67
1126,8,50,hétköznap,67
1127,8,55,hétköznap,67
1128,9,0,hétköznap,67
1129,9,5,hétköznap,67
1130,9,10,hétköznap,67
1131,9,15,hétköznap,67
1132,9,20,hétköznap,67
1133,9,25,hétköznap,67
1134,9,30,hétköznap,67
1135,9,35,hétköznap,67
1136,9,40,hétköznap,67
1137,9,45,hétköznap,67
1138,9,50,hétköznap,67
1139,9,55,hétköznap,67
1140,10,0,hétköznap,67
1141,10,5,hétköznap,67
1142,10,10,hétköznap,67
1143,10,15,hétköznap,67
1144,10,20,hétköznap,67
1145,10,25,hétköznap,67
1146,10,30,hétköznap,67
1147,10,35,hétköznap,67
1148,10,40,hétköznap,67
1149,10,45,hétköznap,67
1150,10,50,hétköznap,67
1151,10,55,hétköznap,67
1152,11,0,hétköznap,67
1153,11,5,hétköznap,67
1154,11,10,hétköznap,67
1155,11,15,hétköznap,67
1156,11,20,hétköznap,67
1157,11,25,hétköznap,67
1158,11,30,hétköznap,67
1159,11,35,hétköznap,67
1160,11,40,hétköznap,67
1161,11,45,hétköznap,67
1162,11,50,hétköznap,67
1163,11,55,hétköznap,67
1164,12,0,hétköznap,67
1165,12,5,hétköznap,67
1166,12,10,hétköznap,67
1167,12,15,hétköznap,67
1168,12,20,hétköznap,67
1169,12,25,hétköznap,67
1170,12,30,hétköznap,67
1171,12,35,hétköznap,67
1172,12,40,hétköznap,67
1173,12,45,hétköznap,67
1174,12,50,hétköznap,67
1175,12,55,hétköznap,67
1176,13,0,hétköznap,67
1177,13,5,hétköznap,67
1178,13,10,hétköznap,67
1179,13,15,hétköznap,67
1180,13,20,hétköznap,67
1181,13,25,hétköznap,67
1182,13,30,hétköznap,67
1183,13,35,hétköznap,67
1184,13,40,hétköznap,67
1185,13,45,hétköznap,67
1186,13,50,hétköznap,67
1187,13,55,hétköznap,67
1188,14,0,hétköznap,67
1189,14,5,hétköznap,67
1190,14,10,hétköznap,67
1191,14,15,hétköznap,67
1192,14,20,hétköznap,67
1193,14,25,hétköznap,67
1194,14,30,hétköznap,67
1195,14,35,hétköznap,67
1196,14,40,hétköznap,67
1197,14,45,hétköznap,67
1198,14,50,hétköznap,67
1199,14,55,hétköznap,67
1200,15,0,hétköznap,67
1201,15,5,hétköznap,67
1202,15,10,hétköznap,67
1203,15,15,hétköznap,67
1204,15,20,hétköznap,67
1205,15,25,hétköznap,67
1206,15,30,hétköznap,67
1207,15,35,hétköznap,67
1208,15,40,hétköznap,67
1209,15,45,hétköznap,67
1210,15,50,hétköznap,67
1211,15,55,hétköznap,67
1212,16,0,hétköznap,67
1213,16,5,hétköznap,67
1214,16,10,hétköznap,67
1215,16,15,hétköznap,67
1216,16,20,hétköznap,67
1217,16,25,hétköznap,67
1218,16,30,hétköznap,67
1219,16,35,hétköznap,67
1220,16,40,hétköznap,67
1221,16,45,hétköznap,67
1222,16,50,hétköznap,67
1223,16,55,hétköznap,67
1224,17,0,hétköznap,67
1225,17,5,hétköznap,67
1226,17,10,hétköznap,67
1227,17,15,hétköznap,67
1228,17,20,hétköznap,67
1229,17,25,hétköznap,67
1230,17,30,hétköznap,67
1231,17,35,hétköznap,67
1232,17,40,hétköznap,67
1233,17,45,hétköznap,67
1234,17,50,hétköznap,67
1235,17,55,hétköznap,67
1236,18,0,hétköznap,67
1237,18,5,hétköznap,67
1238,18,10,hétköznap,67
1239,18,15,hétköznap,67
1240,18,20,hétköznap,67
1241,18,25,hétköznap,67
1242,18,30,hétköznap,67
1243,18,35,hétköznap,67
1244,18,40,hétköznap,67
1245,18,45,hétköznap,67
1246,18,50,hétköznap,67
1247,18,55,hétköznap,67
1248,19,0,hétköznap,67
1249,19,5,hétköznap,67
1250,19,10,hétköznap,67
1251,19,15,hétköznap,67
1252,19,20,hétköznap,67
1253,19,25,hétköznap,67
1254,19,30,hétköznap,67
1255,19,35,hétköznap,67
1256,19,40,hétköznap,67
1257,19,45,hétköznap,67
1258,19,50,hétköznap,67
1259,19,55,hétköznap,67
1260,20,0,hétköznap,67
1261,20,5,hétköznap,67
1262,20,10,hétköznap,67
1263,20,15,hétköznap,67
1264,20,20,hétköznap,67
1265,20,25,hétköznap,67
1266,20,30,hétköznap,67
1267,20,35,hétköznap,67
1268,20,40,hétköznap,67
1269,20,45,hétköznap,67
1270,20,50,hétköznap,67
1271,20,55,hétköznap,67
1272,21,0,hétköznap,67
1273,21,5,hétköznap,67
1274,21,10,hétköznap,67
1275,21,15,hétköznap,67
1276,21,20,hétköznap,67
1277,21,25,hétköznap,67
1278,21,30,hétköznap,67
1279,21,35,hétköznap,67
1280,21,40,hétköznap,67
1281,21,45,hétköznap,67
1282,21,50,hétköznap,67
1283,21,55,hétköznap,67
1284,22,0,hétköznap,67
1285,4,10,hétvége,67
1286,4,20,hétvége,67
1287,4,30,hétvége,67
1288,4,40,hétvége,67
1289,4,50,hétvége,67
1290,5,0,hétvége,67
1291,5,10,hétvége,67
1292,5,20,hétvége,67
1293,5,30,hétvége,67
1294,5,40,hétvége,67
1295,5,50,hétvége,67
1296,6,0,hétvége,67
1297,6,10,hétvége,67
1298,6,20,hétvége,67
1299,6,30,hétvége,67
1300,6,40,hétvége,67
1301,6,50,hétvége,67
1302,7,0,hétvége,67
1303,7,10,hétvége,67
1304,7,20,hétvége,67
1305,7,30,hétvége,67
1306,7,40,hétvége,67
1307,7,50,hétvége,67
1308,8,0,hétvége,67
1309,8,10,hétvége,67
1310,8,20,hétvége,67
1311,8,30,hétvége,67
1312,8,40,hétvége,67
1313,8,50,hétvége,67
1314,9,0,hétvége,67
1315,9,10,hétvége,67
1316,9,20,hétvége,67
1317,9,30,hétvége,67
1318,9,40,hétvége,67
1319,9,50,hétvége,67
1320,10,0,hétvége,67
1321,10,10,hétvége,67
1322,10,20,hétvége,67
1323,10,30,hétvége,67
1324,10,40,hétvége,67
1325,10,50,hétvége,67
1326,11,0,hétvége,67
1327,11,10,hétvége,67
1328,11,20,hétvége,67
1329,11,30,hétvége,67
1330,11,40,hétvége,67
1331,11,50,hétvége,67
1332,12,0,hétvége,67
1333,12,10,hétvége,67
1334,12,20,hétvége,67
1335,12,30,hétvége,67
1336,12,40,hétvége,67
1337,12,50,hétvége,67
1338,13,0,hétvége,67
1339,13,10,hétvége,67
1340,13,20,hétvége,67
1341,13,30,hétvége,67
1342,13,40,hétvége,67
1343,13,50,hétvége,67
1344,14,0,hétvége,67
1345,14,10,hétvége,67
1346,14,20,hétvége,67
1347,14,30,hétvége,67
1348,14,40,hétvége,67
1349,14,50,hétvége,67
1350,15,0,hétvége,67
1351,15,10,hétvége,67
1352,15,20,hétvége,67
1353,15,30,hétvége,67
1354,15,40,hétvége,67
1355,15,50,hétvége,67
1356,16,0,hétvége,67
1357,16,10,hétvége,67
1358,16,20,hétvége,67
1359,16,30,hétvége,67
1360,16,40,hétvége,67
1361,16,50,hétvége,67
1362,17,0,hétvége,67
1363,17,10,hétvége,67
1364,17,20,hétvége,67
1365,17,30,hétvége,67
1366,17,40,hétvége,67
1367,17,50,hétvége,67
1368,18,0,hétvége,67
1369,18,10,hétvége,67
1370,18,20,hétvége,67
1371,18,30,hétvége,67
1372,18,40,hétvége,67
1373,18,50,hétvége,67
1374,19,0,hétvége,67
1375,19,10,hétvége,67
1376,19,20,hétvége,67
1377,19,30,hétvége,67
1378,19,40,hétvége,67
1379,19,50,hétvége,67
1380,20,0,hétvége,67
1381,20,10,hétvége,67
1382,20,20,hétvége,67
1383,20,30,hétvége,67
1384,20,40,hétvége,67
1385,20,50,hétvége,67
1386,21,0,hétvége,67
1387,21,10,hétvége,67
1388,21,20,hétvége,67
1389,21,30,hétvége,67
1390,21,40,hétvége,67
1391,21,50,hétvége,67
1392,22,0,hétvége,67
1393,4,5,hétköznap,67Y
1394,4,10,hétköznap,67Y
1395,4,15,hétköznap,67Y
1396,4,20,hétköznap,67Y
1397,4,25,hétköznap,67Y
1398,4,30,hétköznap,67Y
1399,4,35,hétköznap,67Y
1400,4,40,hétköznap,67Y
1401,4,45,hétköznap,67Y
1402,4,50,hétköznap,67Y
1403,4,55,hétköznap,67Y
1404,5,0,hétköznap,67Y
1405,5,5,hétköznap,67Y
1406,5,10,hétköznap,67Y
1407,5,15,hétköznap,67Y
1408,5,20,hétköznap,67Y
1409,5,25,hétköznap,67Y
1410,5,30,hétköznap,67Y
1411,5,35,hétköznap,67Y
1412,5,40,hétköznap,67Y
1413,5,45,hétköznap,67Y
1414,5,50,hétköznap,67Y
1415,5,55,hétköznap,67Y
1416,6,0,hétköznap,67Y
1417,6,5,hétköznap,67Y
1418,6,10,hétköznap,67Y
1419,6,15,hétköznap,67Y
1420,6,20,hétköznap,67Y
1421,6,25,hétköznap,67Y
1422,6,30,hétköznap,67Y
1423,6,35,hétköznap,67Y
1424,6,40,hétköznap,67Y
1425,6,45,hétköznap,67Y
1426,6,50,hétköznap,67Y
1427,6,55,hétköznap,67Y
1428,7,0,hétköznap,67Y
1429,7,5,hétköznap,67Y
1430,7,10,hétköznap,67Y
1431,7,15,hétköznap,67Y
1432,7,20,hétköznap,67Y
1433,7,25,hétköznap,67Y
1434,7,30,hétköznap,67Y
1435,7,35,hétköznap,67Y
1436,7,40,hétköznap,67Y
1437,7,45,hétköznap,67Y
1438,7,50,hétköznap,67Y
1439,7,55,hétköznap,67Y
1440,8,0,hétköznap,67Y
1441,8,5,hétköznap,67Y
1442,8,10,hétköznap,67Y
1443,8,15,hétköznap,67Y
1444,8,20,hétköznap,67Y
1445,8,25,hétköznap,67Y
1446,8,30,hétköznap,67Y
1447,8,35,hétköznap,67Y
1448,8,40,hétköznap,67Y
1449,8,45,hétköznap,67Y
1450,8,50,hétköznap,67Y
1451,8,55,hétköznap,67Y
1452,9,0,hétköznap,67Y
1453,9,5,hétköznap,67Y
1454,9,10,hétköznap,67Y
1455,9,15,hétköznap,67Y
1456,9,20,hétköznap,67Y
1457,9,25,hétköznap,67Y
1458,9,30,hétköznap,67Y
1459,9,35,hétköznap,67Y
1460,9,40,hétköznap,67Y
1461,9,45,hétköznap,67Y
1462,9,50,hétköznap,67Y
1463,9,55,hétköznap,67Y
1464,10,0,hétköznap,67Y
1465,10,5,hétköznap,67Y
1466,10,10,hétköznap,67Y
1467,10,15,hétköznap,67Y
1468,10,20,hétköznap,67Y
1469,10,25,hétköznap,67Y
1470,10,30,hétköznap,67Y
1471,10,35,hétköznap,67Y
1472,10,40,hétköznap,67Y
1473,10,45,hétköznap,67Y
1474,10,50,hétköznap,67Y
1475,10,55,hétköznap,67Y
1476,11,0,hétköznap,67Y
1477,11,5,hétköznap,67Y
1478,11,10,hétköznap,67Y
1479,11,15,hétköznap,67Y
1480,11,20,hétköznap,67Y
1481,11,25,hétköznap,67Y
1482,11,30,hétköznap,67Y
1483,11,35,hétköznap,67Y
1484,11,40,hétköznap,67Y
1485,11,45,hétköznap,67Y
1486,11,50,hétköznap,67Y
1487,11,55,hétköznap,67Y
1488,12,0,hétköznap,67Y
1489,12,5,hétköznap,67Y
1490,12,10,hétköznap,67Y
1491,12,15,hétköznap,67Y
1492,12,20,hétköznap,67Y
1493,12,25,hétköznap,67Y
1494,12,30,hétköznap,67Y
1495,12,35,hétköznap,67Y
1496,12,40,hétköznap,67Y
1497,12,45,hétköznap,67Y
1498,12,50,hétköznap,67Y
1499,12,55,hétköznap,67Y
1500,13,0,hétköznap,67Y
1501,13,5,hétköznap,67Y
1502,13,10,hétköznap,67Y
1503,13,15,hétköznap,67Y
1504,13,20,hétköznap,67Y
1505,13,25,hétköznap,67Y
1506,13,30,hétköznap,67Y
1507,13,35,hétköznap,67Y
1508,13,40,hétköznap,67Y
1509,13,45,hétköznap,67Y
1510,13,50,hétköznap,67Y
1511,13,55,hétköznap,67Y
1512,14,0,hétköznap,67Y
1513,14,5,hétköznap,67Y
1514,14,10,hétköznap,67Y
1515,14,15,hétköznap,67Y
1516,14,20,hétköznap,67Y
1517,14,25,hétköznap,67Y
1518,14,30,hétköznap,67Y
1519,14,35,hétköznap,67Y
1520,14,40,hétköznap,67Y
1521,14,45,hétköznap,67Y
1522,14,50,hétköznap,67Y
1523,14,55,hétköznap,67Y
1524,15,0,hétköznap,67Y
1525,15,5,hétköznap,67Y
1526,15,10,hétköznap,67Y
1527,15,15,hétköznap,67Y
1528,15,20,hétköznap,67Y
1529,15,25,hétköznap,67Y
1530,15,30,hétköznap,67Y
1531,15,35,hétköznap,67Y
1532,15,40,hétköznap,67Y
1533,15,45,hétköznap,67Y
1534,15,50,hétköznap,67Y
1535,15,55,hétköznap,67Y
1536,16,0,hétköznap,67Y
1537,16,5,hétköznap,67Y
1538,16,10,hétköznap,67Y
1539,16,15,hétköznap,67Y
1540,16,20,hétköznap,67Y
1541,16,25,hétköznap,67Y
1542,16,30,hétköznap,67Y
1543,16,35,hétköznap,67Y
1544,16,40,hétköznap,67Y
1545,16,45,hétköznap,67Y
1546,16,50,hétköznap,67Y
1547,16,55,hétköznap,67Y
1548,17,0,hétköznap,67Y
1549,17,5,hétköznap,67Y
1550,17,10,hétköznap,67Y
1551,17,15,hétköznap,67Y
1552,17,20,hétköznap,67Y
1553,17,25,hétköznap,67Y
1554,17,30,hétköznap,67Y
1555,17,35,hétköznap,67Y
1556,17,40,hétköznap,67Y
1557,17,45,hétköznap,67Y
1558,17,50,hétköznap,67Y
1559,17,55,hétköznap,67Y
1560,18,0,hétköznap,67Y
1561,18,5,hétköznap,67Y
1562,18,10,hétköznap,67Y
1563,18,15,hétköznap,67Y
1564,18,20,hétköznap,67Y
1565,18,25,hétköznap,67Y
1566,18,30,hétköznap,67Y
1567,18,35,hétköznap,67Y
1568,18,40,hétköznap,67Y
1569,18,45,hétköznap,67Y
1570,18,50,hétköznap,67Y
1571,18,55,hétköznap,67Y
1572,19,0,hétköznap,67Y
1573,19,5,hétköznap,67Y
1574,19,10,hétköznap,67Y
1575,19,15,hétköznap,67Y
1576,19,20,hétköznap,67Y
1577,19,25,hétköznap,67Y
1578,19,30,hétköznap,67Y
1579,19,35,hétköznap,67Y
1580,19,40,hétköznap,67Y
1581,19,45,hétköznap,67Y
1582,19,50,hétköznap,67Y
1583,19,55,hétköznap,67Y
1584,20,0,hétköznap,67Y
1585,20,5,hétköznap,67Y
1586,20,10,hétköznap,67Y
1587,20,15,hétköznap,67Y
1588,20,20,hétköznap,67Y
1589,20,25,hétköznap,67Y
1590,20,30,hétköznap,67Y
1591,20,35,hétköznap,67Y
1592,20,40,hétköznap,67Y
1593,20,45,hétköznap,67Y
1594,20,50,hétköznap,67Y
1595,20,55,hétköznap,67Y
1596,21,0,hétköznap,67Y
1597,21,5,hétköznap,67Y
1598,21,10,hétköznap,67Y
1599,21,15,hétköznap,67Y
1600,21,20,hétköznap,67Y
1601,21,25,hétköznap,67Y
1602,21,30,hétköznap,67Y
1603,21,35,hétköznap,67Y
1604,21,40,hétköznap,67Y
1605,21,45,hétköznap,67Y
1606,21,50,hétköznap,67Y
1607,21,55,hétköznap,67Y
1608,22,0,hétköznap,67Y
1609,4,10,hétvége,67Y
1610,4,20,hétvége,67Y
1611,4,30,hétvége,67Y
1612,4,40,hétvége,67Y
1613,4,50,hétvége,67Y
1614,5,0,hétvége,67Y
1615,5,10,hétvége,67Y
1616,5,20,hétvége,67Y
1617,5,30,hétvége,67Y
1618,5,40,hétvége,67Y
1619,5,50,hétvége,67Y
1620,6,0,hétvége,67Y
1621,6,10,hétvége,67Y
1622,6,20,hétvége,67Y
1623,6,30,hétvége,67Y
1624,6,40,hétvége,67Y
1625,6,50,hétvége,67Y
1626,7,0,hétvége,67Y
1627,7,10,hétvége,67Y
1628,7,20,hétvége,67Y
1629,7,30,hétvége,67Y
1630,7,40,hétvége,67Y
1631,7,50,hétvége,67Y
1632,8,0,hétvége,67Y
1633,8,10,hétvége,67Y
1634,8,20,hétvége,67Y
1635,8,30,hétvége,67Y
1636,8,40,hétvége,67Y
1637,8,50,hétvége,67Y
1638,9,0,hétvége,67Y
1639,9,10,hétvége,67Y
1640,9,20,hétvége,67Y
1641,9,30,hétvége,67Y
1642,9,40,hétvége,67Y
1643,9,50,hétvége,67Y
1644,10,0,hétvége,67Y
1645,10,10,hétvége,67Y
1646,10,20,hétvége,67Y
1647,10,30,hétvége,67Y
1648,10,40,hétvége,67Y
1649,10,50,hétvége,67Y
1650,11,0,hétvége,67Y
1651,11,10,hétvége,67Y
1652,11,20,hétvége,67Y
1653,11,30,hétvége,67Y
1654,11,40,hétvége,67Y
1655,11,50,hétvége,67Y
1656,12,0,hétvége,67Y
1657,12,10,hétvége,67Y
1658,12,20,hétvége,67Y
1659,12,30,hétvége,67Y
1660,12,40,hétvége,67Y
1661,12,50,hétvége,67Y
1662,13,0,hétvége,67Y
1663,13,10,hétvége,67Y
1664,13,20,hétvége,67Y
1665,13,30,hétvége,67Y
1666,13,40,hétvége,67Y
1667,13,50,hétvége,67Y
1668,14,0,hétvége,67Y
1669,14,10,hétvége,67Y
1670,14,20,hétvége,67Y
1671,14,30,hétvége,67Y
1672,14,40,hétvége,67Y
1673,14,50,hétvége,67Y
1674,15,0,hétvége,67Y
1675,15,10,hétvége,67Y
1676,15,20,hétvége,67Y
1677,15,30,hétvége,67Y
1678,15,40,hétvége,67Y
1679,15,50,hétvége,67Y
1680,16,0,hétvége,67Y
1681,16,10,hétvége,67Y
1682,16,20,hétvége,67Y
1683,16,30,hétvége,67Y
1684,16,40,hétvége,67Y
1685,16,50,hétvége,67Y
1686,17,0,hétvége,67Y
1687,17,10,hétvége,67Y
1688,17,20,hétvége,67Y
1689,17,30,hétvége,67Y
1690,17,40,hétvége,67Y
1691,17,50,hétvége,67Y
1692,18,0,hétvége,67Y
1693,18,10,hétvége,67Y
1694,18,20,hétvége,67Y
1695,18,30,hétvége,67Y
1696,18,40,hétvége,67Y
1697,18,50,hétvége,67Y
1698,19,0,hétvége,67Y
1699,19,10,hétvége,67Y
1700,19,20,hétvége,67Y
1701,19,30,hétvége,67Y
1702,19,40,hétvége,67Y
1703,19,50,hétvége,67Y
1704,20,0,hétvége,67Y
1705,20,10,hétvége,67Y
1706,20,20,hétvége,67Y
1707,20,30,hétvége,67Y
1708,20,40,hétvége,67Y
1709,20,50,hétvége,67Y
1710,21,0,hétvége,67Y
1711,21,10,hétvége,67Y
1712,21,20,hétvége,67Y
1713,21,30,hétvége,67Y
1714,21,40,hétvége,67Y
1715,21,50,hétvége,67Y
1716,22,0,hétvége,67Y
1717,4,15,hétköznap,70
1718,4,30,hétköznap,70
1719,4,45,hétköznap,70
1720,5,0,hétköznap,70
1721,5,15,hétköznap,70
1722,5,30,hétköznap,70
1723,5,45,hétköznap,70
1724,6,0,hétköznap,70
1725,6,15,hétköznap,70
1726,6,30,hétköznap,70
1727,6,45,hétköznap,70
1728,7,0,hétköznap,70
1729,7,15,hétköznap,70
1730,7,30,hétköznap,70
1731,7,45,hétköznap,70
1732,8,0,hétköznap,70
1733,8,15,hétköznap,70
1734,8,30,hétköznap,70
1735,8,45,hétköznap,70
1736,9,0,hétköznap,70
1737,9,15,hétköznap,70
1738,9,30,hétköznap,70
1739,9,45,hétköznap,70
1740,10,0,hétköznap,70
1741,10,15,hétköznap,70
1742,10,30,hétköznap,70
1743,10,45,hétköznap,70
1744,11,0,hétköznap,70
1745,11,15,hétköznap,70
1746,11,30,hétköznap,70
1747,11,45,hétköznap,70
1748,12,0,hétköznap,70
1749,12,15,hétköznap,70
1750,12,30,hétköznap,70
1751,12,45,hétköznap,70
1752,13,0,hétköznap,70
1753,13,15,hétköznap,70
1754,13,30,hétköznap,70
1755,13,45,hétköznap,70
1756,14,0,hétköznap,70
1757,14,15,hétköznap,70
1758,14,30,hétköznap,70
1759,14,45,hétköznap,70
1760,15,0,hétköznap,70
1761,15,15,hétköznap,70
1762,15,30,hétköznap,70
1763,15,45,hétköznap,70
1764,16,0,hétköznap,70
1765,16,15,hétköznap,70
1766,16,30,hétköznap,70
1767,16,45,hétköznap,70
1768,17,0,hétköznap,70
1769,17,15,hétköznap,70
1770,17,30,hétköznap,70
1771,17,45,hétköznap,70
1772,18,0,hétköznap,70
1773,18,15,hétköznap,70
1774,18,30,hétköznap,70
1775,18,45,hétköznap,70
1776,19,0,hétköznap,70
1777,19,15,hétköznap,70
1778,19,30,hétköznap,70
1779,19,45,hétköznap,70
1780,20,0,hétköznap,70
1781,20,15,hétköznap,70
1782,20,30,hétköznap,70
1783,20,45,hétköznap,70
1784,21,0,hétköznap,70
1785,21,15,hétköznap,70
1786,21,30,hétköznap,70
1787,21,45,hétköznap,70
1788,22,0,hétköznap,70
1789,4,20,hétvége,70
1790,4,40,hétvége,70
1791,5,0,hétvége,70
1792,5,20,hétvége,70
1793,5,40,hétvége,70
1794,6,0,hétvége,70
1795,6,20,hétvége,70
1796,6,40,hétvége,70
1797,7,0,hétvége,70
1798,7,20,hétvége,70
1799,7,40,hétvége,70
1800,8,0,hétvége,70
1801,8,20,hétvége,70
1802,8,40,hétvége,70
1803,9,0,hétvége,70
1804,9,20,hétvége,70
1805,9,40,hétvége,70
1806,10,0,hétvége,70
1807,10,20,hétvége,70
1808,10,40,hétvége,70
1809,11,0,hétvége,70
1810,11,20,hétvége,70
1811,11,40,hétvége,70
1812,12,0,hétvége,70
1813,12,20,hétvége,70
1814,12,40,hétvége,70
1815,13,0,hétvége,70
1816,13,20,hétvége,70
1817,13,40,hétvége,70
1818,14,0,hétvége,70
1819,14,20,hétvége,70
1820,14,40,hétvége,70
1821,15,0,hétvége,70
1822,15,20,hétvége,70
1823,15,40,hétvége,70
1824,16,0,hétvége,70
1825,16,20,hétvége,70
1826,16,40,hétvége,70
1827,17,0,hétvége,70
1828,17,20,hétvége,70
1829,17,40,hétvége,70
1830,18,0,hétvége,70
1831,18,20,hétvége,70
1832,18,40,hétvége,70
1833,19,0,hétvége,70
1834,19,20,hétvége,70
1835,19,40,hétvége,70
1836,20,0,hétvége,70
1837,20,20,hétvége,70
1838,20,40,hétvége,70
1839,21,0,hétvége,70
1840,21,20,hétvége,70
1841,21,40,hétvége,70
1842,22,0,hétvége,70
1843,4,10,hétköznap,71
1844,4,20,hétköznap,71
1845,4,30,hétköznap,71
1846,4,40,hétköznap,71
1847,4,50,hétköznap,71
1848,5,0,hétköznap,71
1849,5,10,hétköznap,71
1850,5,20,hétköznap,71
1851,5,30,hétköznap,71
1852,5,40,hétköznap,71
1853,5,50,hétköznap,71
1854,6,0,hétköznap,71
1855,6,10,hétköznap,71
1856,6,20,hétköznap,71
1857,6,30,hétköznap,71
1858,6,40,hétköznap,71
1859,6,50,hétköznap,71
1860,7,0,hétköznap,71
1861,7,10,hétköznap,71
1862,7,20,hétköznap,71
1863,7,30,hétköznap,71
1864,7,40,hétköznap,71
1865,7,50,hétköznap,71
1866,8,0,hétköznap,71
1867,8,10,hétköznap,71
1868,8,20,hétköznap,71
1869,8,30,hétköznap,71
1870,8,40,hétköznap,71
1871,8,50,hétköznap,71
1872,9,0,hétköznap,71
1873,9,10,hétköznap,71
1874,9,20,hétköznap,71
1875,9,30,hétköznap,71
1876,9,40,hétköznap,71
1877,9,50,hétköznap,71
1878,10,0,hétköznap,71
1879,10,10,hétköznap,71
1880,10,20,hétköznap,71
1881,10,30,hétköznap,71
1882,10,40,hétköznap,71
1883,10,50,hétköznap,71
1884,11,0,hétköznap,71
1885,11,10,hétköznap,71
1886,11,20,hétköznap,71
1887,11,30,hétköznap,71
1888,11,40,hétköznap,71
1889,11,50,hétköznap,71
1890,12,0,hétköznap,71
1891,12,10,hétköznap,71
1892,12,20,hétköznap,71
1893,12,30,hétköznap,71
1894,12,40,hétköznap,71
1895,12,50,hétköznap,71
1896,13,0,hétköznap,71
1897,13,10,hétköznap,71
1898,13,20,hétköznap,71
1899,13,30,hétköznap,71
1900,13,40,hétköznap,71
1901,13,50,hétköznap,71
1902,14,0,hétköznap,71
1903,14,10,hétköznap,71
1904,14,20,hétköznap,71
1905,14,30,hétköznap,71
1906,14,40,hétköznap,71
1907,14,50,hétköznap,71
1908,15,0,hétköznap,71
1909,15,10,hétköznap,71
